notification_id,student_id,type,message,created_at,status,recipient_contact,sent_by,school_id,priority
10515,14167,Push,Leave condition represent property.,2024-02-21 15:05:17,Pending,639-325-5344,Jennifer Santos,77,High
10516,978,SMS,Option tend cold wear because lose.,2024-03-26 00:01:11,Sent,+1-590-653-3129x20958,Kevin Scott,75,High
10517,6172,SMS,Foreign method all indicate give.,2024-08-08 10:49:25,Failed,288.331.5327,Samantha Wheeler,47,Medium
10518,184,Email,Write throughout a build clearly low drop.,2024-12-19 17:14:30,Pending,776-275-8390x9003,Christopher Martin,73,High
10519,6447,Push,Election ok open million director thing weight.,2024-02-25 20:41:19,Failed,5235029277,Sarah Lambert,1,Low
10520,15515,Push,Me result paper food yet during own.,2025-01-08 20:00:28,Pending,001-753-692-1055x456,Heather Melendez,40,Low
10521,6099,Push,Explain wind book close down more lot street.,2025-01-28 22:32:47,Pending,+1-797-565-3047x612,Timothy Boyle,86,Low
10522,171,SMS,Design doctor wall as physical.,2024-12-03 19:44:33,Sent,+1-976-493-4597x72835,Andrew Lopez,37,High
10523,5433,Push,Avoid into talk officer total.,2024-07-02 01:14:27,Failed,+1-681-415-6419x921,John Daniel,6,Medium
10524,2746,Email,Somebody public still increase.,2024-06-03 17:06:01,Failed,835-966-2037x37090,Michael Wolfe,12,Low
10525,11813,Push,Pick work trip agency.,2024-05-26 19:44:50,Pending,001-767-516-3446x8854,Robin Williams,88,Low
10526,3923,SMS,View identify energy couple life relationship personal.,2024-06-17 20:01:56,Failed,238-435-3969,Francisco Leon,2,High
10527,15033,SMS,Population state key make end red rule.,2024-11-29 02:08:20,Pending,+1-459-660-2884,Monica Turner,29,High
10528,15667,SMS,Kid rock will morning why TV.,2025-01-10 11:35:16,Pending,502-358-2334x4271,Erica Roberts,28,High
10529,10771,SMS,Pattern whatever east.,2024-04-27 14:19:46,Pending,(971)327-4150x9360,Michele Davis,31,Medium
10530,5054,Push,South weight while similar.,2025-01-15 23:59:38,Failed,767-312-2689,Raymond Lynch,51,High
10531,3720,Push,Rise dark cover by century loss.,2024-08-22 07:14:22,Failed,(666)679-9506,Jack Gutierrez,81,High
10532,12014,Push,Party group fill visit movie.,2025-01-24 08:03:39,Failed,001-477-626-0594x189,David Long,36,Medium
10533,17415,SMS,Ball according student second indicate source western.,2024-06-29 03:58:24,Sent,001-236-697-8019x7066,Sheila Fitzpatrick,38,High
10534,15761,SMS,Role contain community director write leader.,2024-11-15 17:09:24,Sent,001-733-250-5934x832,Timothy Lopez,57,Low
10535,5251,SMS,Standard from forward hand spring baby purpose.,2024-09-14 01:39:18,Sent,5242519160,Michael Byrd,46,Low
10536,7741,Push,Every itself glass try change protect program.,2024-02-13 06:40:13,Sent,(521)828-7621,Gabrielle Bell,44,High
10537,9673,SMS,Soldier offer recently into language difficult establish.,2024-07-12 02:55:07,Pending,(809)956-7698x8494,Anthony Robertson,37,Low
10538,2783,Push,Right or information peace evidence.,2024-05-05 00:47:20,Sent,740.710.1585,Richard Foster,26,Low
10539,9871,SMS,Present six trip wear series box.,2024-09-10 16:00:37,Failed,9895939720,Deborah Lewis,95,Medium
10540,10746,Push,Size life require thus matter race simply.,2024-03-24 12:27:09,Failed,502.950.5257x9752,Gary Taylor,35,Low
10541,7860,Push,Lawyer range forward front.,2024-10-11 20:39:33,Pending,807.484.7174,Karen Johnson,36,Low
10542,13,Email,Level similar ability truth.,2024-10-25 05:15:01,Sent,(403)782-5208,Alexander Calhoun,91,High
10543,4076,SMS,Wear cover already event process agency.,2024-08-16 10:32:10,Failed,001-735-789-0883x387,James Cook MD,79,Low
10544,7098,Email,Cold few medical by other.,2025-01-06 18:22:18,Sent,517.911.3647x0807,Vincent Torres,23,High
10545,4820,Push,Role change clear gun.,2024-02-28 17:16:19,Sent,(812)865-8831,Bryan Munoz,95,Medium
10546,13788,SMS,Describe better body worry.,2024-07-02 15:41:59,Sent,001-390-368-3010x3548,Katie Burke,17,High
10547,9538,Push,Data building read black teacher send.,2024-07-26 09:29:35,Pending,+1-654-885-0285x983,Tina Jackson,98,Medium
10548,142,SMS,Little pretty black able threat view.,2024-03-13 21:00:10,Pending,+1-346-925-7635,Beth Lewis,94,Medium
10549,17392,Email,Might hundred necessary card himself.,2024-12-25 06:06:21,Failed,727.830.2430,Amanda Gomez,57,Medium
10550,14628,SMS,True anything organization white.,2024-10-15 21:44:26,Sent,(233)949-6302x930,Christina Marshall,34,High
10551,8243,Push,Trouble near fight miss time beautiful.,2024-10-19 03:59:04,Sent,(246)547-3044x337,Michaela Anderson,76,Medium
10552,14653,SMS,About second stuff else sell traditional.,2024-10-09 22:37:23,Sent,390.289.4748,Lindsay Nunez,20,High
10553,18797,Push,Whom manage cost us newspaper play.,2024-11-30 14:36:33,Sent,001-620-881-6054x7092,Dorothy Greene,5,Low
10554,616,Push,Wide land shake responsibility.,2024-05-01 09:31:21,Sent,9067436662,Dana Henderson,36,High
10555,17510,Push,Gas network section second various property.,2024-10-17 02:42:53,Failed,001-851-814-0692x611,Danielle Perez,76,Medium
10556,8460,Email,Itself teacher information interesting direction amount environmental.,2024-05-19 10:18:07,Failed,+1-564-375-7324x2756,James Heath,65,Medium
10557,4843,Email,Two age room.,2024-06-30 23:51:58,Sent,(268)730-1781x6697,Randall Davidson,80,Medium
10558,11368,Email,Everything security instead seek.,2024-04-11 00:51:29,Pending,(953)637-9003x344,Jessica Jones,81,High
10559,4857,Email,Scene interesting service moment at garden quite.,2024-03-23 08:33:56,Failed,+1-286-723-3838x0597,Kristen Hart,23,High
10560,1328,Push,General while chance.,2024-08-18 21:44:17,Failed,4989409400,Rachel Bell,53,High
10561,18823,SMS,House pay become little question.,2024-08-14 23:06:11,Pending,001-757-491-5129x2996,Emily Krueger,11,Low
10562,15076,SMS,Force young thought view model never.,2024-04-09 05:43:38,Failed,529.700.9224x783,Kyle Swanson,65,Medium
10563,6615,Push,Only buy later church game president including.,2024-04-04 16:45:39,Failed,+1-875-380-4019x32656,Diana Stevenson,52,Low
10564,18861,SMS,Cold edge describe third as.,2024-08-12 12:26:55,Failed,(517)887-2310x0264,Samuel Chan,86,High
10565,15302,Email,Ago top tree employee man staff mother color.,2024-04-25 16:46:16,Sent,(515)991-5043x923,Emily Lewis,31,Medium
10566,2346,Push,Soon hospital far man manager.,2024-06-25 19:02:04,Sent,(779)408-6680,David Bailey,42,High
10567,6046,SMS,Bring often she dream play.,2024-05-24 14:22:04,Failed,6942545806,Robert Brown,91,Low
10568,4351,Email,Move event fire laugh way population beyond.,2024-03-20 14:44:49,Sent,763-467-3486,Philip Dyer,61,High
10569,3909,SMS,Despite growth their prevent.,2024-06-19 18:03:34,Failed,(834)250-6055x33578,Amber Sexton,44,High
10570,9513,Push,Training charge finally physical.,2024-06-19 03:43:35,Sent,942-633-8389x2662,Robert Oneal,29,High
10571,19196,Email,Especially enter day tend bank family.,2024-02-23 13:09:43,Sent,824-365-5514x39149,Donald Miller,36,Low
10572,16409,SMS,Part recent up per.,2024-09-13 13:47:58,Sent,+1-963-518-3199x7066,Sandra Melendez,15,Medium
10573,2454,Push,Person food civil clearly cut.,2024-11-15 06:25:20,Sent,(534)692-4453x605,Vicki Skinner,78,High
10574,6350,Push,Beautiful recent assume fall above phone.,2024-08-01 01:59:51,Pending,241-785-5594,Mark Taylor,93,Medium
10575,14831,Email,Cup take hotel subject start until recently.,2024-03-05 05:17:46,Failed,200-518-0424,Kerry Holloway MD,44,Medium
10576,8526,SMS,Nation degree conference.,2024-03-29 19:30:41,Sent,001-640-883-6125x84712,Ronald Mckee,59,Medium
10577,8009,Email,Third agree own involve.,2024-06-17 06:37:27,Failed,274-718-3099,Tammy Williams,19,High
10578,2963,SMS,Young approach between cut join make ask these.,2024-11-28 14:41:41,Failed,690.423.1385x6014,Shawn Rivas,78,Low
10579,631,SMS,My surface relate sound.,2024-07-28 05:46:50,Failed,551-787-9863x334,Juan Lee,15,Medium
10580,7935,SMS,Whom radio discover middle others young.,2024-04-30 14:42:55,Pending,258-681-6493x956,Eric Tran,22,Medium
10581,7613,Push,Expect response foot owner bad.,2024-11-17 22:09:51,Failed,+1-672-900-9496x0303,Robert Frye,99,High
10582,4180,Email,Begin enter soldier Mrs seven push though.,2024-07-25 15:09:25,Pending,(914)745-0479x5839,Joshua Daniel,73,High
10583,14941,Email,Level because word order thank poor weight.,2024-10-24 13:13:33,Pending,001-577-481-7896,John Payne,58,High
10584,5957,Push,Message man once return today main anything plan.,2025-01-18 17:33:27,Sent,317-228-0073x01358,David Pugh,16,Medium
10585,3739,SMS,Institution world name beat level popular sometimes.,2024-06-08 15:53:45,Sent,(744)760-4342x94458,Arthur Dyer,29,Low
10586,5738,Email,Also baby doctor improve plan claim point.,2024-12-07 10:06:59,Sent,(569)765-6064,Michael Weaver,2,Medium
10587,18735,Push,Writer go increase according collection tough five race.,2024-12-25 17:12:23,Sent,659-771-6088x07792,Dr. Jonathan Mendoza,39,High
10588,1842,Email,Myself drop support kind stage another.,2024-11-03 00:17:31,Pending,2658684060,David Brown,23,High
10589,5393,Push,Card game audience government instead election represent.,2024-09-23 14:32:00,Sent,(202)464-8552,Melody Mcgrath,14,Low
10590,15264,Email,Experience way short huge employee.,2024-08-17 09:10:56,Sent,755.389.2223x284,Danielle Walker,88,High
10591,17681,SMS,Black kind budget material country anything than.,2024-11-20 09:27:58,Failed,776.813.2907x32011,Heather Carter DDS,65,Medium
10592,8127,SMS,Direction bar claim sign relate.,2024-05-31 01:21:55,Sent,427-329-0831,Paul Phelps,100,Medium
10593,14228,Email,Black both cup toward lose stand large.,2024-12-23 18:07:37,Sent,763-441-8996x315,Laura Carr,77,Low
10594,7768,Push,Because pattern old no attack beautiful.,2025-01-14 21:12:42,Pending,001-594-284-6114x531,Erin Browning,29,Medium
10595,4763,Email,Care plan level traditional budget your.,2024-05-14 04:10:22,Failed,611.226.7200,Patrick Wolfe,47,High
10596,60,Push,Fire actually medical success people medical site.,2024-12-11 20:13:53,Sent,(905)253-0860,Alexis Neal,75,Low
10597,18580,SMS,Hope become development especially free.,2024-08-20 23:48:00,Sent,343-496-8397,William Rowe,11,High
10598,9138,Push,Authority writer consumer yet.,2024-05-15 16:21:01,Sent,(491)380-0123,Dylan Hughes,98,Low
10599,10760,Push,Course develop challenge book customer art.,2024-07-17 22:42:19,Failed,460-894-5003x270,Dawn Jimenez,86,Medium
10600,6174,Email,These method team natural after who speech article.,2024-02-11 08:11:14,Sent,657-955-6829x58015,John Sweeney,96,Low
10601,6147,SMS,Lead bank land mind soon.,2024-07-31 16:32:33,Sent,+1-597-562-4941,Leslie Smith,67,Medium
10602,12768,Push,Later good president treatment happy.,2024-11-13 17:51:15,Pending,8665965624,Tracey Williams,23,Medium
10603,15616,Push,Experience born building national technology onto item tree.,2024-09-18 10:29:43,Sent,(469)503-3077x8519,Keith Ward,97,High
10604,1391,Push,Best art stop late bar.,2024-12-08 14:15:46,Sent,001-251-964-9741x3260,Catherine Reed,4,Medium
10605,3809,SMS,Continue director place black although model discuss certain.,2024-07-02 09:06:35,Sent,(252)780-0482x03865,Jesse Burton,35,Low
10606,12124,Push,List assume across feeling live eight choice.,2024-06-16 20:51:19,Sent,276-985-2440x90265,Barbara Campbell,52,High
10607,8862,Push,Need fall state know pay reflect chair.,2024-04-21 01:23:45,Failed,(666)751-8396,Anthony Smith,5,High
10608,4601,SMS,Share general human in me.,2024-05-06 18:06:01,Sent,568.855.8990,Mary Malone,33,Medium
10609,17836,Push,There at matter range.,2024-03-28 18:30:26,Sent,+1-452-603-8477x36981,Alison Johnson,25,Low
10610,15172,Push,Customer firm sister recent spend.,2024-05-05 02:56:05,Failed,954-751-7841,Kelly Davis,71,Medium
10611,2585,SMS,Tough guess personal exist.,2024-03-27 15:45:20,Failed,410.447.4437x2476,Ricky Cantu,69,High
10612,15585,SMS,Article focus word culture style force.,2024-07-16 00:35:10,Sent,001-299-933-4182x4236,Mark Jennings,16,High
10613,5816,SMS,Hard wall travel.,2024-10-11 11:22:05,Pending,+1-252-441-0974x844,Margaret Edwards,79,High
10614,11353,Push,Television give up western region half.,2024-04-25 18:16:44,Sent,869-741-4751x16892,Beth Johnson,61,High
10615,7603,SMS,Late unit everyone visit class.,2024-07-05 01:28:40,Pending,(980)261-9806x71781,Lynn Berg,66,High
10616,9548,Push,Successful area Republican stuff.,2024-09-19 07:07:42,Failed,699-988-7718x1648,William Tyler,27,High
10617,18259,Push,Authority black policy.,2024-09-25 14:59:35,Failed,823.933.4409,Matthew James,28,Medium
10618,7862,Push,West yard hand century great leader difference.,2025-01-22 23:42:40,Sent,836.647.1948x65039,Lindsey Thomas,52,High
10619,10164,Push,Certainly my future charge.,2024-05-23 02:26:50,Sent,+1-953-369-1180,Melissa Smith,73,Low
10620,14147,Push,College bag involve black area stand control.,2024-11-11 07:22:22,Failed,460.749.3892,Glenn Beck,44,Low
10621,1897,SMS,Half painting agreement want.,2024-11-29 23:05:17,Failed,2067425278,Amy Williams,57,Low
10622,5288,SMS,Of represent special everybody.,2024-06-14 06:00:50,Pending,299.780.8534,Karen Harmon,60,Medium
10623,12974,SMS,Source they provide pay campaign attention style.,2024-03-12 01:03:54,Sent,001-621-374-2578x822,Helen Miller,34,Low
10624,11195,SMS,Morning professional list arrive.,2024-07-04 17:01:29,Failed,611-760-3422x7354,Isaac Meyers,86,High
10625,6693,Email,Forward use language eye fall.,2024-08-30 00:04:00,Sent,001-642-641-7730x559,James Rivera,70,Medium
10626,9353,SMS,Community part the race that read.,2024-05-03 18:51:36,Sent,(668)844-1533,Amy Nicholson,27,Medium
10627,13306,Push,Name fast bill nearly present discuss even reach.,2024-02-23 16:45:32,Sent,8835255700,Jill Martinez,85,Low
10628,12777,Email,Subject include detail energy seem feeling soldier.,2024-10-16 12:08:21,Pending,(730)343-7778,Derek Williams,12,High
10629,15030,Push,Its local without stock night.,2024-05-24 13:21:04,Failed,274-593-8574,Shannon Martin,59,Low
10630,9482,SMS,Day through successful meet onto go executive oil.,2024-10-19 18:19:26,Failed,001-332-576-3882x54142,Mary Reed,7,High
10631,2245,Email,Recently get where.,2025-01-08 15:46:15,Failed,(288)447-4112x3744,Bethany Randall,31,Low
10632,15156,SMS,Commercial note her Mr.,2024-03-14 05:18:39,Sent,579-309-4058x50573,Alex Brown,92,High
10633,16505,SMS,Movement player practice role.,2024-10-21 22:25:26,Sent,+1-884-779-1701x20811,Jean Hoffman,39,Low
10634,7649,SMS,Force reach claim involve hard.,2025-01-14 09:40:24,Sent,9377977978,Dr. Madeline Dougherty,71,Medium
10635,5651,SMS,Front kind Mr executive.,2024-08-29 17:41:12,Sent,947-461-6584,Jesse Smith,83,Low
10636,1355,Push,Pass less star better manager serve crime indicate.,2024-07-25 12:14:56,Failed,001-223-868-3839x9246,Brandon Hensley,29,High
10637,16727,SMS,Personal share senior speak consider.,2024-07-19 04:27:53,Pending,(511)608-1326x093,Scott Davila,72,Medium
10638,16586,Push,Ask current part ever any.,2024-03-02 04:03:26,Failed,4767629616,Nicholas Thompson,32,Low
10639,14868,SMS,Guess physical Mr fish fire billion.,2024-08-21 18:23:49,Failed,(734)402-4533x3868,Mary Jones,53,Low
10640,681,Email,Throughout behavior likely discuss kitchen perhaps leader.,2024-06-21 04:01:39,Pending,(862)248-4373,Cheryl Harris,81,High
10641,9506,Email,Series hope note as letter.,2024-12-13 16:12:33,Sent,001-893-421-2849x4389,Amanda Esparza,31,Medium
10642,6434,Email,Money agreement artist strong decade cultural dog my.,2024-09-13 22:54:53,Pending,997.775.8353,Ronald Harrison,1,Medium
10643,15910,Push,Technology discover nice data behind degree business.,2024-10-10 01:03:06,Failed,(381)951-8937,Jonathan Benjamin,98,Low
10644,17323,Push,City gun trial indicate establish measure read.,2024-02-11 15:00:00,Pending,(326)389-8023,John Smith,15,Medium
10645,4539,SMS,Enter adult ready machine.,2024-06-30 02:40:04,Failed,9019856714,Jessica Sanchez,98,Low
10646,10676,Email,His buy help consider manage adult.,2024-09-05 06:52:09,Pending,744.696.8185x33941,Bonnie Lee,59,Medium
10647,2265,SMS,Foreign woman wall soon price.,2025-01-23 12:35:06,Sent,771.756.5170x24373,Marcus Moreno,44,Low
10648,16699,Email,Face too debate enter former high.,2024-06-19 01:15:25,Sent,+1-395-663-6983x7356,Timothy Williams,6,High
10649,2387,Email,Us budget recognize bed factor.,2024-05-10 12:48:19,Failed,(572)658-1983x57247,Kevin Mendez,58,High
10650,15293,Push,Remember stand body boy from big certainly.,2024-09-24 12:22:36,Sent,+1-948-564-8141,Christina Cox,51,Medium
10651,6242,SMS,Style position police around serve land fast.,2024-06-08 13:11:03,Failed,001-260-251-4242x608,Scott Clark,65,Medium
10652,17805,SMS,Question position owner since however.,2024-09-20 14:54:53,Failed,3159837130,Courtney Townsend,45,High
10653,7949,Email,Over space believe fact theory deep.,2024-03-07 15:36:29,Failed,511.324.1720x61193,Jessica Price,83,Low
10654,12046,Push,Imagine continue figure others summer day.,2024-10-29 19:22:22,Failed,722-562-2155x86608,Richard Brown,10,Low
10655,3952,Email,Father nation seven myself education you or.,2024-09-24 17:51:39,Pending,409.813.1893,Mary Knight,94,High
10656,15670,Push,Cover reach fill catch.,2024-03-28 13:43:01,Pending,641.819.5655x75208,Mr. Timothy Evans,6,Medium
10657,1670,Email,State decide owner respond later security.,2024-06-21 11:05:25,Pending,(764)605-2144,Katherine Gillespie DDS,87,Low
10658,3159,Push,Data maintain skill dark improve sit something.,2024-05-18 00:13:51,Sent,(340)852-5888x656,Ashley Carter,33,Low
10659,16576,Push,Begin perhaps property man number other.,2024-03-23 15:00:54,Failed,001-333-609-5958,Brian Burnett,55,High
10660,19792,Push,Agree what threat.,2024-03-31 10:08:35,Failed,+1-321-213-6837x760,Mr. Jon Villarreal DVM,10,Low
10661,8975,Email,American ready manager total interesting see.,2024-05-28 18:35:02,Sent,585.410.1873x234,Katelyn Berry,2,High
10662,12148,Push,Food individual follow wall end.,2024-03-18 10:59:50,Pending,932-708-6833,Ashley Barber,14,Medium
10663,3360,SMS,Professor statement inside again.,2024-04-26 15:59:19,Failed,(654)363-5383x924,Amanda Henry,100,Low
10664,3873,Push,Home country entire media traditional summer season.,2024-12-11 09:39:55,Pending,243-690-6542x62667,Emily Weiss,55,Low
10665,13137,SMS,Kid admit us seven list part company.,2025-01-19 11:08:40,Sent,(861)647-0114x2661,Marcus Fields,27,Medium
10666,14920,Email,Agreement kind against show into much something.,2024-11-07 12:26:52,Failed,001-666-666-1680x879,Regina Davidson,71,Medium
10667,12168,Email,Must defense east.,2024-03-25 19:13:14,Sent,356.822.0373x291,Susan Chung MD,46,Medium
10668,16591,SMS,Politics month current cause while himself time business.,2025-01-22 13:26:27,Failed,(785)622-6965x82799,Alan Brown,56,Low
10669,14256,SMS,Without pretty society well.,2024-02-25 16:05:10,Pending,648-273-4276,Russell Herrera,5,Medium
10670,6850,Email,Western investment ball third price message can.,2024-12-27 16:08:38,Sent,224-275-7561,Mary Medina,71,Medium
10671,9659,SMS,Bill statement so discussion policy.,2024-02-23 09:18:02,Sent,942.771.0410x0593,Crystal Kennedy MD,5,Medium
10672,19431,Email,Structure hard organization color add fear.,2024-06-22 13:18:26,Failed,447.698.2254x53778,Alexandra Cole,11,Medium
10673,11761,SMS,Officer sort important role although.,2024-05-15 08:58:47,Pending,001-579-842-9436x7826,David Hart Jr.,32,High
10674,3504,SMS,To eye lay answer.,2025-01-02 00:11:25,Failed,885-355-0360x22158,Rebecca Taylor,14,Medium
10675,19211,Email,Boy goal use occur every environmental society.,2024-12-04 22:13:29,Failed,(470)460-6647x011,Anna Sloan,83,High
10676,13760,SMS,Medical themselves performance share economy tree rule soldier.,2024-04-03 23:06:59,Pending,576.451.2939,James Morris,87,Medium
10677,1688,SMS,Present wall environment painting structure economy cost.,2025-01-02 13:39:50,Failed,625.450.6305,Kimberly Green,6,Medium
10678,1490,Push,Across small magazine only cold.,2024-02-29 07:30:10,Failed,218-913-4199,Lynn Nichols,55,Low
10679,10897,Email,Side probably hot anything.,2024-04-21 04:00:07,Failed,001-353-885-7435x34409,Kristen Welch,5,Low
10680,17558,SMS,Leg game voice involve cell good.,2024-09-30 15:21:10,Failed,5845825151,Danielle Nelson,24,High
10681,11127,Push,Thousand require resource book free black.,2024-03-02 13:41:32,Failed,667.988.3792x2732,Pedro Chang,49,Low
10682,920,Email,Authority morning determine effort evidence.,2024-11-23 05:27:18,Sent,261.677.9884x5344,Jennifer White,70,Medium
10683,16876,Email,Writer task firm produce say response management.,2024-12-25 09:55:34,Pending,(973)772-0901x84934,Raymond Gonzales,58,Low
10684,15350,Push,Hit including simple million.,2024-03-25 19:22:05,Sent,001-804-980-2982,Justin Johnson,10,Low
10685,7645,SMS,Table support any yourself.,2024-12-17 08:46:30,Sent,(256)986-9856x6034,Jessica Fischer,91,Low
10686,3011,SMS,Forget soon ten six stage.,2024-04-26 03:32:09,Pending,001-506-970-0225x2858,Alyssa Kelley,53,Low
10687,12142,Email,Cultural early price certain unit.,2024-07-06 02:02:46,Pending,+1-610-595-2671x3287,Patricia Parker,31,Low
10688,4876,Email,Industry garden once truth.,2024-05-01 04:09:44,Pending,595.579.4612x964,Michelle Mcknight,78,High
10689,3948,Push,Live plan impact season quickly.,2024-12-31 11:52:58,Sent,(900)346-1313x323,Kayla Bradford MD,33,High
10690,3062,Push,Show act theory according picture professor current.,2024-09-26 05:11:33,Sent,+1-928-424-3727x349,Aaron Hodge,24,Low
10691,8574,SMS,Ball increase season type just those per.,2024-08-21 05:03:21,Pending,+1-554-563-5664x40716,Jacob Macias,15,High
10692,17326,SMS,Difficult various word grow such court mother.,2025-01-14 04:20:40,Failed,(592)437-4226x550,Gregory Sutton,98,Medium
10693,3209,Push,Admit majority plant western hope you suggest.,2024-03-02 21:26:03,Pending,6377158153,Dennis Smith,7,Medium
10694,17138,SMS,Create ready force live.,2024-07-06 08:01:52,Failed,001-418-803-8822x7624,April Frederick,78,Medium
10695,10675,Email,Civil type five often crime whole.,2024-02-28 22:34:11,Failed,624-556-8099,Lisa Hickman,10,Medium
10696,347,SMS,Whom area early use hit.,2024-10-12 13:29:12,Failed,852.360.4168x46098,Alec Garza,70,Medium
10697,17606,SMS,Section drop as some serious.,2025-01-30 20:04:09,Sent,(757)834-5105x675,Jose Evans,12,High
10698,2462,Push,Several chair main if officer.,2025-01-07 14:12:07,Pending,(552)902-4384x1528,Kathleen Sexton,11,Medium
10699,3053,Push,Look argue recognize open Mr far staff.,2024-05-02 21:53:20,Sent,750.981.6012,Mrs. Karen Craig,92,High
10700,29,SMS,Very question state question.,2025-01-26 16:53:52,Sent,(646)452-1825,Ian Smith,50,High
10701,15844,Push,Strong condition degree two set should.,2024-02-10 10:11:12,Sent,(251)967-0499,Joseph Santos,26,High
10702,6295,Push,Center cut industry big baby.,2025-01-13 17:44:51,Pending,001-859-400-0682x3622,Ronald Brown,52,High
10703,4394,Email,Summer southern remain and.,2024-12-29 12:41:12,Pending,+1-832-391-5260x42552,Yvonne Roberts,16,Medium
10704,2518,Push,Full exactly station help itself last memory.,2024-10-14 13:06:11,Failed,639.201.3388,William Wilson,91,Low
10705,5487,Email,Sign which piece method decision have manage.,2024-08-06 22:49:13,Pending,723-897-9014x80603,Matthew Gilmore,27,High
10706,2577,Push,Build not fire car research while matter.,2024-10-26 06:45:22,Failed,410.247.7701x409,Angela Cook,87,Medium
10707,16744,SMS,None together certainly speak down.,2024-07-28 06:42:48,Pending,+1-798-477-3443x729,Latoya Smith,94,High
10708,17458,Push,Message thing soldier American bank role suffer.,2025-01-27 14:06:36,Sent,760-354-9931x75994,Philip Higgins,37,Medium
10709,5195,Email,Life dinner take tax few national eye compare.,2024-12-15 17:26:39,Failed,4789747712,Robert Velez,87,Low
10710,3169,Email,You home glass sea per out.,2024-06-23 07:17:52,Pending,001-620-533-0833x6363,Noah Richardson,16,Medium
10711,806,Email,Full stuff medical senior thank.,2024-11-09 06:50:26,Failed,287.821.9956,Elizabeth Fritz,63,Medium
10712,10867,Push,Left teach lead nothing pull game service.,2024-12-16 16:43:41,Failed,6845578570,Billy Sanders,9,Medium
10713,8186,Email,Two job yes music authority fine police.,2024-05-18 17:11:32,Sent,001-670-523-8172x18562,Michael Macdonald,42,Low
10714,2777,Push,Avoid degree person hold amount she institution.,2024-06-10 16:05:25,Pending,474.321.2701x392,Andrea Riley,43,Medium
10715,9911,Push,Must community control first pretty instead population.,2024-12-02 23:15:00,Pending,+1-692-550-3150x6392,Christopher Montgomery,70,High
10716,4204,Email,Air beyond discuss same and.,2024-02-20 11:06:14,Pending,728-955-2002x4186,Whitney Davis,55,High
10717,19047,Email,Serious poor military take next approach as.,2025-01-24 02:36:08,Sent,(948)263-6361,William Carter,76,High
10718,9357,Email,Life participant think Mrs employee where.,2024-02-23 08:05:56,Failed,248-933-4680x59493,Natasha Mckinney,36,Medium
10719,7194,Push,Last father dinner by democratic full color.,2024-10-30 23:59:14,Sent,390.518.6086x38868,Andrea Parrish,19,Low
10720,19212,SMS,Behavior look particular pass unit product.,2024-02-12 08:23:48,Sent,+1-994-203-1767x94940,Adam Burns,56,Medium
10721,7591,SMS,Subject lose operation he these explain.,2024-04-05 11:21:02,Pending,001-395-819-9580x6136,Jacob Murillo,78,High
10722,957,Email,Production simple we personal front quickly.,2025-01-01 11:36:34,Pending,381.460.7953,Allen Berger,94,Medium
10723,5131,SMS,Great than summer vote debate thousand.,2024-11-21 12:11:02,Pending,441.852.2361x360,Joel Conner,71,Medium
10724,8885,Push,Produce end history.,2024-04-09 05:13:42,Sent,(652)473-2161,Matthew Torres,53,High
10725,7067,SMS,Cold bring occur end note.,2024-07-02 23:03:18,Failed,001-834-565-2612x57776,Courtney Ryan,22,Low
10726,14442,SMS,Local similar project deal teach relate wear.,2024-12-29 18:02:59,Pending,+1-504-368-0885,Denise Liu,86,Medium
10727,18528,SMS,Catch chance chair hit table.,2024-07-06 07:41:42,Sent,680-915-7028x4780,Richard Smith DDS,38,Low
10728,5950,Push,Adult suddenly market shoulder appear.,2024-07-09 01:26:29,Pending,209-464-1745,Steven Hendricks,24,High
10729,19774,Push,National number better general short.,2024-09-02 15:24:34,Pending,+1-208-483-7137x1945,Yolanda Velazquez,46,High
10730,15083,Push,Build picture girl art car too.,2024-12-18 23:57:00,Pending,+1-318-699-7938x660,David Rodriguez,92,High
10731,1791,SMS,Hope various best economy soon.,2024-08-15 05:09:26,Sent,+1-327-787-6935x819,Rhonda Roach,20,High
10732,19697,Email,Reality trouble leg professor old people particularly.,2024-02-23 19:00:25,Failed,+1-918-991-6089x4285,Curtis Floyd,86,Low
10733,8284,Push,Agent relationship shake social charge indicate father.,2024-04-15 01:33:47,Sent,001-946-994-2247x8672,David Savage II,77,High
10734,16247,Email,One special left safe item.,2024-05-10 14:47:31,Sent,001-489-858-4568x6351,Ricky Carrillo,80,High
10735,11364,Email,Son hold whose possible about.,2024-05-16 22:52:59,Pending,240-658-4665,Jacob Marsh,97,High
10736,9255,SMS,Expect station expect wish.,2024-03-14 11:38:12,Pending,+1-266-466-0450x024,Caitlyn Allen,37,Low
10737,6051,Email,Argue popular against man appear.,2024-06-18 09:24:09,Failed,001-536-657-3401x8723,Kimberly Joyce,83,Medium
10738,1192,SMS,Bag wall rich collection.,2024-08-06 20:08:50,Failed,510-223-1673,Jamie Cooley,22,Low
10739,14687,SMS,Collection draw mission miss.,2024-11-02 07:31:01,Sent,001-484-401-9617,Stacey Villegas,41,Low
10740,16520,SMS,Total strategy gas court.,2024-04-12 03:48:07,Pending,764-412-0837x900,Denise Guerrero,53,Medium
10741,18885,SMS,Last professor list region us.,2025-01-26 19:38:17,Sent,713-782-5683,Jennifer Pitts,54,Low
